name,steam_appid,required_age,legal_notice,platforms,categories,genres,recommendations,achievements,release_date,price,english,developer,publisher
Overlord II,12810,0,"© 2009 The Codemasters Software Company Limited (""Codemasters""). All rights reserved. ""Codemasters""®, ""Overlord""® and the Codemasters logo are registered trademarks owned by Codemasters.  All other copyrights or trademarks are the property of their respective owners and are being used under license. © 2005 - 2009 Triumph Studios B.V. (""Triumph"").  All rights reserved. Original Overlord Game Concept by Lennart Sas, Arno Van Wingerden and Triumph Studios. All rights reserved. Unauthorised copying, adaptation, rental, lending, re-sale, arcade use, charging for use, broadcast, cable transmission, public performance, distribution or extraction of this product or any trademark or copyright work that forms part of this product is prohibited. Developed by Triumph. Published by Codemasters.",windows,Single-player;Family Sharing,RPG,{'total': 3458},0,2009-06-23,9.99,1,Triumph Studios,Codemasters;Electronic Arts
Far Cry®,13520,17,"© 2004 Crytek. All Rights Reserved. Published by Ubisoft Entertainment. Far Cry, Ubisoft, ubi.com, and the Ubisoft logo are trademarks of Ubisoft Entertainment in the U.S. and/or other countries. CryEngine, Polybump and Crytek are either trademarks or registered trademarks of Crytek GmbH. All rights reserved.",windows,Single-player;Family Sharing,Action,{'total': 8143},0,2008-04-01,9.99,1,Crytek Studios,Ubisoft
Assassin's Creed™: Director's Cut Edition,15100,17,"© 2008 Ubisoft Entertainment. All Rights Reserved. Assassin's Creed, Ubisoft, Ubi.com, and the Ubisoft logo are trademarks of Ubisoft Entertainment in the U.S. and/or other countries.",windows,Single-player;Partial Controller Support;Family Sharing,Action;Adventure,{'total': 17247},0,2008-04-09,19.99,1,Ubisoft Montreal,Ubisoft
"Warhammer 40,000: Dawn of War II",15620,17,"Warhammer 40,000: Dawn of War II - Copyright © Games Workshop Limited 2011. Dawn of War, the Dawn of War II logo, GW, Games Workshop, the Games Workshop logo, Space Marine, 40K, Warhammer, Warhammer 40,000 Device, the Double-headed Eagle device and all associated marks, logos, places, names, creatures, races and race insignia/devices/logos/symbols, vehicles, locations, weapons, units and unit insignia, characters, products, illustrations and images from the Dawn of War II - Retribution game and the Warhammer 40,000 universe are either ®, ™ and/or © Games Workshop Ltd 2000-2011, variably registered in the UK and other countries around the world, and used under license. All Rights Reserved. Developed by Relic Entertainment. AMD, the AMD Arrow logo, ATI, the ATI logo, AMD Athlon, Radeon and combinations thereof are trademarks of Advanced Micro Devices, Inc. SEGA, Relic Entertainment and their respective logos are trademarks and/or registered trademarks of SEGA. All rights reserved. All other trademarks, logos and copyrights are the property of their respective owners",windows;mac;linux,Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud;Family Sharing,Strategy,{'total': 6276},73,2009-02-18,19.99,1,Relic Entertainment;Feral Interactive (Mac/Linux),SEGA;Feral Interactive (Mac/Linux)
Oddworld: Abe's Oddysee®,15700,0,,windows,Single-player;Steam Trading Cards;Family Sharing,Adventure,{'total': 2005},0,2008-08-28,2.99,1,Oddworld Inhabitants,Oddworld Inhabitants
Tribes: Ascend,17080,0,,windows,Multi-player;Co-op,Action;Free to Play,,0,2012-06-27,0.0,1,Hi-Rez Studios,Hi-Rez Studios
Crysis,17300,17,,windows,Single-player;Family Sharing,Action,{'total': 11566},0,2008-09-17,29.99,1,Crytek,Electronic Arts
Crysis Warhead®,17330,17,,windows,Single-player;Family Sharing,Action,{'total': 3353},0,2008-09-17,19.99,1,Crytek,Electronic Arts
SPORE™,17390,0,"<ul class=""bb_ul""><li>INTERNET CONNECTION, ONLINE AUTHENTICATION, END USER LICENSE AGREEMENT REQUIRED TO PLAY. TO ACCESS ONLINE FEATURES, YOU MUST REGISTER ONLINE.  ONLY ONE REGISTRATION AVAILABLE PER GAME. EA TERMS & CONDITIONS AND FEATURE UPDATES CAN BE FOUND AT <a href=""http://WWW.EA.COM"" target=""_blank"" rel=""""  >WWW.EA.COM</a>. YOU MUST BE 13+ TO REGISTER ONLINE. EA MAY RETIRE ONLINE FEATURES AFTER 30 DAYS NOTICE POSTED ON <a href=""http://www.ea.com"" target=""_blank"" rel=""""  >www.ea.com</a>.</li></ul>",windows,Single-player;Steam Trading Cards;Family Sharing,Action;Adventure;Casual;RPG;Simulation;Strategy,{'total': 53189},0,2008-12-19,19.99,1,Maxis™,Electronic Arts
Mirror's Edge™,17410,0,,windows,Single-player;Full controller support;Steam Trading Cards;Remote Play on TV;Family Sharing,Action;Adventure,{'total': 28027},0,2009-01-14,19.99,1,DICE,Electronic Arts
Mass Effect (2007),17460,17,© 2008 EA International (Studio and Publishing) Ltd.,windows,Single-player;Family Sharing,Action;RPG,{'total': 14565},0,2008-12-19,29.99,1,BioWare,Electronic Arts
Dead Space (2008),17470,0,,windows,Single-player;Full controller support;Steam Trading Cards;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action;Adventure,{'total': 20297},0,2009-01-09,19.99,1,EA Redwood Shores,Electronic Arts
Alice: Madness Returns,19680,17,"EA ACCOUNT, REGISTRATION WITH ENCLOSED SINGLE-USE SERIAL CODE, INTERNET CONNECTION AND ACCEPTANCE OF END USER LICENSE AGREEMENT REQUIRED TO PLAY AND ACCESS BONUS CONTENT (IF ANY). SERIAL CODE IS NON-TRANSFERABLE ONCE USED. EA ONLINE PRIVACY POLICY AND TERMS OF SERVICE CAN BE FOUND AT <a href=""http://www.ea.com"" target=""_blank"" rel=""""  >http://www.ea.com</a>. YOU MUST BE 13+ TO ACTIVATE SOFTWARE. EA MAY PROVIDE CERTAIN INCREMENTAL CONTENT AND/OR UPDATES FOR NO ADDITIONAL CHARGE, IF AND WHEN AVAILABLE. EA MAY RETIRE ONLINE FEATURES AFTER 30 DAYS NOTICE POSTED ON <a href=""https://steamcommunity.com/linkfilter/?u=http%3A%2F%2Fhttp%3A%2F%2Fwww.ea.com%2F2%2FSERVICE-UPDATES"" target=""_blank"" rel="" noopener""  >http://http://www.ea.com/2/SERVICE-UPDATES</a>.",windows,Single-player;Partial Controller Support;Family Sharing,Action;Adventure,{'total': 14196},0,2011-06-17,9.99,1,Spicy Horse Games,Electronic Arts
Far Cry® 2,19900,17,"© 2008 Ubisoft Entertainment. All Rights Reserved. Far Cry, Ubisoft, Ubi.com, and the Ubisoft logo are trademarks of Ubisoft Entertainment in the U.S. and/or other countries. Based on Crytek's original Far Cry directed by Cevat Yerli.",windows,Single-player;Multi-player;Family Sharing,Action,{'total': 13923},0,2008-10-22,9.99,1,Ubisoft Montreal,Ubisoft
"Warhammer® 40,000: Dawn of War® II Chaos Rising",20570,17,"Warhammer 40,000: Dawn of War II Chaos Rising -- Copyright © Games Workshop Limited 2010. Dawn of War, Chaos Rising, the Dawn of War II logo, GW, Games Workshop, the Games Workshop logo, Space Marine, 40K, Warhammer, Warhammer 40,000 Device, the Double-headed Eagle device and all associated marks, logos, places, names, creatures, races and race insignia/devices/logos/symbols, vehicles, locations, weapons, units and unit insignia, characters, products, illustrations and images from the Dawn of War II game and the Warhammer 40,000 universe are either ®, TM and/or © Games Workshop Ltd 2000-2010, variably registered in the UK and other countries around the world, and used under license. All Rights Reserved. Developed by Relic Entertainment. SEGA, Relic Entertainment and their respective logos are trademarks and/or registered trademarks of SEGA. All rights reserved. All other trademarks, logos and copyrights are the property of their respective owners.",windows;mac;linux,Single-player;Multi-player;Co-op;Steam Cloud;Family Sharing,Strategy,{'total': 1685},73,2010-03-10,19.99,1,Relic Entertainment;Feral Interactive (Mac/Linux),SEGA;Feral Interactive (Mac/Linux)
The Witcher: Enhanced Edition Director's Cut,20900,0,"The Witcher © 2008 CD PROJEKT S.A. All rights reserved. The Witcher and The Witcher logo are trademarks of CD PROJEKT Capital Group. All rights reserved. BioWare, the BioWare Aurora Engine and the BioWare logo are trademarks of BioWare Corp. All rights reserved. NVIDIA, the NVIDIA logo, GeForce and 'The Way It's Meant to be Played' logo are registered trademarks and/or trademarks of NVIDIA Corporation in the United States and other countries. All rights reserved. The Witcher game is set in the universe created by Andrzej Sapkowski in his series of books. All other copyrights and trademarks are the property of their respective owners.",windows;mac,Single-player;Steam Cloud;Family Sharing,Action;RPG,{'total': 71870},0,2008-09-19,9.99,1,CD PROJEKT RED,CD PROJEKT RED;1C-SoftClub
The Witcher 2: Assassins of Kings Enhanced Edition,20920,17,"CD PROJEKT®, The Witcher® are registered trademarks of CD PROJEKT Capital Group. The Witcher game © CD PROJEKT S.A. Developed by CD PROJEKT S.A. All rights reserved. The Witcher game is set in the universe created by Andrzej Sapkowski in his series of books. All other copyrights and trademarks are the property of their respective owners.",windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Family Sharing,RPG,{'total': 73539},52,2012-04-16,19.99,1,CD PROJEKT RED,CD PROJEKT RED;1C-SoftClub
F.E.A.R. 3,21100,17,"F.E.A.R. 3 software © 2011 Warner Bros. Entertainment Inc. Developed by Day 1 Studios, LLC. All other trademarks and copyrights are the property of their respective owners.  All rights reserved.<br />
<br />
<br />
F.E.A.R. 3 and all related characters and elements are trademarks of and © Warner Bros. Entertainment Inc.<br />
WB GAMES LOGO, WB SHIELD: (tm) & © Warner Bros. Entertainment Inc.<br />
(s11)",windows,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards;Family Sharing,Action,{'total': 6090},50,2011-06-21,19.99,1,Day 1 Studios,Warner Bros. Interactive Entertainment
F.E.A.R.,21090,17,"F.E.A.R. software © 2006-2010 Warner Bros. Entertainment Inc.  Developed by Monolith Productions, Inc.  All other trademarks and copyrights are the property of their respective owners.  All rights reserved.                                                                                 <br />
<br />
F.E.A.R. and all related characters and elements are trademarks of and © Warner Bros. Entertainment Inc. <br />
WB GAMES LOGO, WB SHIELD, MONOLITH and MONOLITH logo: ™ & © Warner Bros. Entertainment Inc.<br />
(s06-10)<br />
<br />
F.E.A.R.: Perseus Mandate and F.E.A.R. Extraction Point developed by TimeGate Studios, Inc.",windows,Single-player;Family Sharing,Action,{'total': 10046},0,2010-05-21,54.99,1,"Monolith Productions, Inc.;Timegate",Warner Bros. Games;Warner Bros. Interactive Entertainment
Resident Evil 5,21690,17,"©CAPCOM CO., LTD. 2009, 2015 ALL RIGHTS RESERVED.",windows,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,Action;Adventure,{'total': 29951},70,2009-09-15,19.99,1,Capcom,Capcom
The Elder Scrolls III: Morrowind® Game of the Year Edition,22320,0,"© 2003 Bethesda Softworks LLC, a ZeniMax Media company. The Elder Scrolls, Morrowind, Tribunal, Bloodmoon, TES Construction Set, Arena, Daggerfall, Bethesda Softworks, ZeniMax and their respective logos are registered trademarks or trademarks of ZeniMax Media Inc. Made in U.S.A. All Rights Reserved.",windows,Single-player;Steam Cloud;Family Sharing,RPG,{'total': 18578},0,2009-06-16,14.99,1,Bethesda Game Studios,Bethesda Softworks
The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330,17,"The Elder Scrolls IV: Oblivion® Game of the Year Edition © 2007 Bethesda Softworks LLC, a ZeniMax Media company. The Elder Scrolls, Oblivion, Shivering Isles, Knights of the Nine, Bethesda Game Studios, Bethesda Softworks, ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the U.S. and/or other countries. 2K Games and the 2K Games logo, A Take2 Company logo, and Take Two Interactive Software are trademarks and/or registered trademarks of Take Two Interactive Software, Inc. Uses Bink Video. Copyright © 1997-2006 by RAD Game Tools, Inc. Portions of this software utilize SpeedTree technology. © 2002 Interactive Data Visualization, Inc. All rights reserved. Uses Gamebryo software © 1999-2006 Emergent Game Technologies. All rights reserved. Havok.com™ Middle-ware Physics System. © 1999-2007 Telekinesys Research Ltd. All rights reserved. See  www.havok.com for details. FaceGen from Singular Inversions, Inc. © 1998-2005. All rights<br />
reserved. © 1998-2006 OC3 Entertainment, Inc. and its licensors. Software platform logo (TM and ©) IEMA 2007. The ratings icon is a trademark of the Entertainment Software Association. All Rights Reserved.",windows,Single-player;Steam Cloud;Family Sharing,RPG,{'total': 36147},0,2009-06-16,14.99,1,Bethesda Game Studios,Bethesda Softworks
BRINK,22350,0,"© 2011 ZeniMax Media Inc. Brink, Bethesda Softworks, ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the<br />
U.S. and/or other countries. Developed in association with Splash Damage Ltd. Splash Damage and the Splash Damage logo are registered trademarks or<br />
trademarks of Splash Damage Ltd. Other company names and logos referenced herein may be trademarks of their respective owners. All Rights Reserved.",windows,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Free to Play,{'total': 1941},43,2011-05-09,0.0,1,Splash Damage,Bethesda Softworks
Fallout 3: Game of the Year Edition,22370,17,"Fallout® 3: Game of the Year Edition © 2009 Bethesda Softworks LLC, a ZeniMax Media company. Bethesda Softworks, Bethesda Game Studios, ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the U.S. and/or other countries. Fallout, Prepare for the Future and related logos are trademarks or registered trademarks of Bethesda Softworks LLC in the U.S. and/or other countries. All rights reserved.",windows,Single-player;Family Sharing,RPG,{'total': 34760},0,2009-12-17,19.99,1,Bethesda Game Studios,Bethesda Softworks
Fallout: New Vegas,22380,17,"©2010 Bethesda Softworks LLC.  All Rights Reserved<br><br><a href=""https://steamcommunity.com/linkfilter/?u=https%3A%2F%2Fbethesda.net%2Fdocument%2Fprivacy-policy"" target=""_blank"" rel="" noopener""  >Privacy Policy</a>",windows,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Remote Play on Phone;Remote Play on Tablet;Family Sharing,Action;RPG,{'total': 158614},75,2010-10-19,9.99,1,Obsidian Entertainment,Bethesda Softworks
